Instituto Nacional para el Federalismo y el Desarrollo Municipal

Base de datos de Poblacion 2020

cve_inegi,id_estado,id_municipio,superficie,municipios,localidades,cabecera,longitud,latitud,altitud,pob_cabecera,pob_cabecera_h,pob_cabecera_m,total,hombres,mujeres,p3ymas,p3ymas_h,p3ymas_m,p5ymas,p5ymas_h,p5ymas_m,p0_2,p0_2_h,p0_2_m,p3_5,p3_5_h,p3_5_m,p6_14,p6_14_h,p6_14_m,p8_14,p8_14_h,p8_14_m,p15_17,p15_17_h,p15_17_m,p18_24,p18_24_h,p18_24_m,p25_29,p25_29_h,p25_29_m,p25_59,p25_59_h,p25_59_m,p60ymas,p60ymas_h,p60ymas_m,p12ymas,p12ymas_h,p12ymas_m,p15ymas,p15ymas_h,p15ymas_m,p18ymas,p18ymas_h,p18ymas_m,p30ymas,p30ymas_h,p30ymas_m,loc1_249,loc250_499,loc500_999,loc1K_2499,loc2K5_4999,loc5K_9999,loc10K_14999,loc15K_29999,loc30K_49999,loc50K_99999,loc100K_249999,loc250K_499999,loc500K_999999,locmayor1M,tipo_municipio,p3ymas_li,p3ymas_li_h,p3ymas_li_m,p3ymas_li_esp,p3ymas_li_esp_h,p3ymas_li_esp_m,p3ymas_li_noesp,p3ymas_li_noesp_h,p3ymas_li_noesp_m,p3ymas_li_esp_noespecif,p3ymas_li_esp_noespecif_h,p3ymas_li_esp_noespecif_m,p3ymas_no_li,p3ymas_no_li_h,p3ymas_no_li_m,p3ymas_li_noespecif,p3ymas_li_noespecif_h,p3ymas_li_noespecif_m,id_lengua1,id_lengua2,hab_lengua1,hab_lengua2,p_catolica,p_nocatolica,p_otrareligion,p_sinreligion
"11005","11","5","0.00","0","0","","","","0","0","0","0","117883","57253","60630","106949","51719","55230","102682","49617","53065","5500","2816","2684","6365","3088","3277","0","0","0","14772","7517","7255","5918","2967","2951","13908","6895","7013","10168","4822","5346","0","0","0","9749","4653","5096","88009","42287","45722","81652","39055","42597","75734","36088","39646","0","0","0","2197","2649","7020","23491","27851","8347","0","15064","31264","0","0","0","0","0","","309","169","140","301","168","133","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11006","11","6","0.00","0","0","","","","0","0","0","0","5296","2583","2713","5033","2449","2584","4828","2347","2481","263","134","129","306","148","158","0","0","0","744","359","385","309","159","150","527","262","265","357","165","192","0","0","0","907","446","461","4136","2031","2105","3802","1855","1947","3493","1696","1797","0","0","0","2528","2068","700","0","0","0","0","0","0","0","0","0","0","0","","5","1","4","5","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11007","11","7","0.00","0","0","","","","0","0","0","0","521169","253045","268124","497716","241001","256715","479437","231633","247804","22612","11624","10988","28351","14563","13788","0","0","0","60612","30888","29724","26831","13780","13051","63024","31741","31283","42125","20460","21665","0","0","0","60124","27501","32623","418215","200353","217862","392140","187130","205010","365309","173350","191959","0","0","0","5787","4647","17447","43170","30226","5195","36554","0","0","0","0","378143","0","0","","1074","609","465","983","565","418","13","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11008","11","8","0.00","0","0","","","","0","0","0","0","41240","19777","21463","38933","18619","20314","37396","17846","19550","2304","1157","1147","2343","1171","1172","0","0","0","5484","2774","2710","2162","1115","1047","4726","2228","2498","3037","1390","1647","0","0","0","5644","2728","2916","31674","15009","16665","29423","13848","15575","27261","12733","14528","0","0","0","7866","5968","6695","4619","0","0","0","16092","0","0","0","0","0","0","","23","12","11","23","12","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11009","11","9","0.00","0","0","","","","0","0","0","0","82216","38733","43483","77265","36173","41092","74076","34598","39478","4950","2559","2391","4741","2341","2400","0","0","0","11031","5437","5594","4782","2406","2376","10616","5019","5597","6897","3096","3801","0","0","0","8351","3755","4596","63027","29101","33926","58343","26778","31565","53561","24372","29189","0","0","0","2541","5764","12486","19141","4065","0","13991","24228","0","0","0","0","0","0","","228","107","121","228","107","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11010","11","10","0.00","0","0","","","","0","0","0","0","11083","5270","5813","10534","5000","5534","10113","4772","5341","549","270","279","621","325","296","0","0","0","1513","771","742","635","353","282","1158","545","613","796","350","446","0","0","0","1531","703","828","8609","4019","4590","7980","3693","4287","7345","3340","4005","0","0","0","1603","2415","3152","0","3913","0","0","0","0","0","0","0","0","0","","20","11","9","20","11","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11011","11","11","0.00","0","0","","","","0","0","0","0","97928","47535","50393","93085","45103","47982","89978","43517","46461","4800","2410","2390","4742","2421","2321","0","0","0","11648","5903","5745","5115","2655","2460","11889","5822","6067","7909","3810","4099","0","0","0","11900","5658","6242","78512","37616","40896","73444","35105","38339","68329","32450","35879","0","0","0","2245","3403","8214","10587","4108","0","0","0","0","69371","0","0","0","0","","154","98","56","138","87","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11012","11","12","0.00","0","0","","","","0","0","0","0","30857","14867","15990","29197","14027","15170","28134","13457","14677","1657","839","818","1645","881","764","0","0","0","3995","2067","1928","1680","859","821","3670","1803","1867","2448","1132","1316","0","0","0","4165","1954","2211","24029","11380","12649","22371","10488","11883","20691","9629","11062","0","0","0","3158","4381","4238","3775","0","0","0","15305","0","0","0","0","0","0","","30","18","12","29","17","12","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11013","11","13","0.00","0","0","","","","0","0","0","0","27390","13133","14257","25631","12236","13395","24537","11694","12843","1759","897","862","1637","818","819","0","0","0","3915","2030","1885","1695","860","835","3716","1765","1951","2300","1060","1240","0","0","0","2606","1222","1384","20624","9722","10902","18997","8877","10120","17302","8017","9285","0","0","0","2795","8921","9482","0","0","6192","0","0","0","0","0","0","0","0","","37","18","19","29","14","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11014","11","14","0.00","0","0","","","","0","0","0","0","163038","76711","86327","153127","71716","81411","145968","68160","77808","9746","4914","4832","10868","5432","5436","0","0","0","23101","11663","11438","9722","4832","4890","21042","9749","11293","13046","5726","7320","0","0","0","15765","7231","8534","122384","56193","66191","112618","51299","61319","102896","46467","56429","0","0","0","24773","21515","26565","20513","2571","0","0","0","0","67101","0","0","0","0","","757","457","300","698","422","276","33","17","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11015","11","15","0.00","0","0","","","","0","0","0","0","194500","94038","100462","184910","89263","95647","177925","85721","92204","9462","4719","4743","10214","5175","5039","0","0","0","22828","11566","11262","9488","4750","4738","24592","12279","12313","16670","8070","8600","0","0","0","20789","9452","11337","155454","74272","81182","145735","69435","76300","136247","64685","71562","0","0","0","9468","4831","16021","13560","18795","13097","0","15476","33184","70068","0","0","0","0","","281","143","138","257","131","126","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11016","11","16","0.00","0","0","","","","0","0","0","0","21128","9991","11137","20033","9420","10613","19271","9049","10222","1093","569","524","1162","569","593","0","0","0","2694","1342","1352","1144","572","572","2489","1169","1320","1525","703","822","0","0","0","3005","1427","1578","16553","7699","8854","15416","7141","8275","14272","6569","7703","0","0","0","1156","3643","3346","7243","0","5740","0","0","0","0","0","0","0","0","","11","5","6","11","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11017","11","17","0.00","0","0","","","","0","0","0","0","592953","290770","302183","563339","275893","287446","541668","264919","276749","29487","14814","14673","32784","16785","15999","0","0","0","71128","36057","35071","30366","15355","15011","74847","38291","36556","48900","24569","24331","0","0","0","64480","29543","34937","469377","228238","241139","439479","213049","226430","409113","197694","211419","0","0","0","10764","10307","19450","46653","34907","18782","0","0","0","0","0","452090","0","0","","738","425","313","711","412","299","8","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11018","11","18","0.00","0","0","","","","0","0","0","0","38782","18847","19935","36827","17863","18964","35509","17195","18314","1954","984","970","1983","1007","976","0","0","0","4836","2456","2380","1998","1024","974","4605","2253","2352","2818","1367","1451","0","0","0","5217","2520","2697","30743","14747","15996","28664","13719","14945","26666","12695","13971","0","0","0","784","1313","2412","5923","6594","0","0","21756","0","0","0","0","0","0","","29","16","13","29","16","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11019","11","19","0.00","0","0","","","","0","0","0","0","49517","23614","25903","46742","22198","24544","44870","21284","23586","2775","1416","1359","2803","1409","1394","0","0","0","6440","3217","3223","2553","1261","1292","5560","2609","2951","3572","1565","2007","0","0","0","7103","3429","3674","38370","17994","20376","35654","16657","18997","33101","15396","17705","0","0","0","10024","10569","9372","8703","2838","8011","0","0","0","0","0","0","0","0","","29","18","11","27","17","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11020","11","20","0.00","0","0","","","","0","0","0","0","1721215","846673","874542","1631940","801257","830683","1569818","769866","799952","85112","43332","41780","92928","47032","45896","0","0","0","210242","106737","103505","92240","46841","45399","218124","109845","108279","147509","72913","74596","0","0","0","165649","76131","89518","1359560","662739","696821","1269313","617181","652132","1177073","570340","606733","0","0","0","16152","9392","20321","44336","30439","20772","0","0","0","0","0","0","0","1579803","","3578","1963","1615","2966","1658","1308","66","31","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11021","11","21","0.00","0","0","","","","0","0","0","0","47261","22702","24559","45672","21875","23797","44366","21222","23144","1589","827","762","1955","996","959","0","0","0","4913","2506","2407","2235","1140","1095","4728","2402","2326","3213","1505","1708","0","0","0","8019","3612","4407","39729","18842","20887","37544","17718","19826","35309","16578","18731","0","0","0","1213","900","2052","1186","0","0","0","0","41910","0","0","0","0","0","","13","9","4","13","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11022","11","22","0.00","0","0","","","","0","0","0","0","26383","13502","12881","24744","12655","12089","23724","12133","11591","1638","846","792","1534","781","753","0","0","0","3485","1744","1741","1594","794","800","3260","1537","1723","2278","1177","1101","0","0","0","2789","1373","1416","20181","10321","9860","18743","9614","9129","17149","8820","8329","0","0","0","3078","2452","2977","10552","0","7324","0","0","0","0","0","0","0","0","","21","12","9","18","11","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11023","11","23","0.00","0","0","","","","0","0","0","0","154960","74417","80543","146684","70186","76498","141101","67369","73732","8232","4209","4023","8320","4268","4052","0","0","0","19684","9997","9687","8155","4082","4073","18491","9096","9395","11707","5562","6145","0","0","0","21087","9741","11346","121451","57400","64051","113198","53212","59986","105043","49130","55913","0","0","0","20288","19106","34318","22628","6314","9057","0","0","43249","0","0","0","0","0","","107","62","45","99","56","43","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11024","11","24","0.00","0","0","","","","0","0","0","0","12403","5921","6482","11757","5605","6152","11335","5404","5931","625","306","319","648","313","335","0","0","0","1528","782","746","632","316","316","1398","696","702","911","404","507","0","0","0","1742","783","959","9757","4596","5161","9112","4262","4850","8480","3946","4534","0","0","0","1884","4249","1431","1277","3562","0","0","0","0","0","0","0","0","0","","13","10","3","13","10","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11025","11","25","0.00","0","0","","","","0","0","0","0","83842","41334","42508","78894","38813","40081","75531","37141","38390","4692","2392","2300","5061","2551","2510","0","0","0","11588","5891","5697","4884","2500","2384","11231","5623","5608","6782","3351","3431","0","0","0","6832","3238","3594","63671","31117","32554","58825","28672","30153","53941","26172","27769","0","0","0","3575","3899","7237","11267","5607","0","0","0","0","52257","0","0","0","0","","160","91","69","155","88","67","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11026","11","26","0.00","0","0","","","","0","0","0","0","65766","32253","33513","61715","30214","31501","59031","28815","30216","4050","2038","2012","3987","2004","1983","0","0","0","8650","4434","4216","3607","1853","1754","8310","4088","4222","5522","2728","2794","0","0","0","7132","3346","3786","50022","24201","25821","46431","22411","24020","42824","20558","22266","0","0","0","5736","7547","14212","13514","0","0","0","24757","0","0","0","0","0","0","","94","49","45","84","47","37","8","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11027","11","27","0.00","0","0","","","","0","0","0","0","273417","132278","141139","261175","126053","135122","252149","121543","130606","12121","6165","5956","13376","6736","6640","0","0","0","31203","15856","15347","13655","6867","6788","31675","15810","15865","20536","9997","10539","0","0","0","35783","16634","19149","221707","106117","115590","208256","99285","108971","194601","92418","102183","0","0","0","10699","13597","16459","24574","21891","12529","12986","0","0","0","160682","0","0","0","","270","147","123","265","146","119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11028","11","28","0.00","0","0","","","","0","0","0","0","94126","45447","48679","90215","43447","46768","87267","41952","45315","3850","1970","1880","4503","2263","2240","0","0","0","10889","5532","5357","4543","2293","2250","10414","5223","5191","6745","3119","3626","0","0","0","15847","7400","8447","76387","36463","39924","71844","34159","37685","67301","31866","35435","0","0","0","2568","2907","10520","14771","11823","16136","0","0","35401","0","0","0","0","0","","49","27","22","47","27","20","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11029","11","29","0.00","0","0","","","","0","0","0","0","41054","19245","21809","38571","17989","20582","36944","17182","19762","2469","1249","1220","2436","1231","1205","0","0","0","5672","2863","2809","2563","1306","1257","5534","2568","2966","3372","1482","1890","0","0","0","4406","2006","2400","31308","14346","16962","28848","13082","15766","26285","11776","14509","0","0","0","9978","7039","4083","8761","3247","7946","0","0","0","0","0","0","0","0","","30","14","16","28","12","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11030","11","30","0.00","0","0","","","","0","0","0","0","119793","58087","61706","111766","53985","57781","106716","51440","55276","7916","4047","3869","7545","3851","3694","0","0","0","17398","8861","8537","7216","3617","3599","15376","7318","8058","9982","4551","5431","0","0","0","11952","5763","6189","88904","42378","46526","81787","38753","43034","74571","35136","39435","0","0","0","17385","14878","14885","25106","7575","7133","0","0","32831","0","0","0","0","0","","84","55","29","79","53","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11031","11","31","0.00","0","0","","","","0","0","0","0","130871","63982","66889","123147","60072","63075","118149","57566","60583","7604","3850","3754","7407","3752","3655","0","0","0","17078","8657","8421","7213","3607","3606","17010","8474","8536","10894","5271","5623","0","0","0","13055","5987","7068","100893","48783","52110","93779","45211","48568","86566","41604","44962","0","0","0","7404","8279","10708","15154","9554","0","0","0","0","79772","0","0","0","0","","340","215","125","303","198","105","23","8","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11032","11","32","0.00","0","0","","","","0","0","0","0","89558","43419","46139","84607","40901","43706","80839","38980","41859","4919","2503","2416","5615","2880","2735","0","0","0","12678","6499","6179","5262","2669","2593","11334","5470","5864","7547","3518","4029","0","0","0","7449","3432","4017","68135","32464","35671","62738","29718","33020","57476","27049","30427","0","0","0","7587","10133","21219","16163","6863","0","0","27593","0","0","0","0","0","0","","185","108","77","184","108","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11033","11","33","0.00","0","0","","","","0","0","0","0","128536","60652","67884","120879","56849","64030","115566","54147","61419","7573","3763","3810","7936","4053","3883","0","0","0","18478","9412","9066","7994","3935","4059","17011","8035","8976","10861","4795","6066","0","0","0","11854","5423","6431","97298","44832","52466","89300","40757","48543","81306","36822","44484","0","0","0","16322","15090","11731","21034","2856","9609","0","0","0","51894","0","0","0","0","","2291","1156","1135","2244","1133","1111","42","20","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11034","11","34","0.00","0","0","","","","0","0","0","0","5723","2693","3030","5387","2530","2857","5147","2403","2744","336","163","173","353","182","171","0","0","0","784","396","388","359","186","173","691","330","361","461","214","247","0","0","0","726","312","414","4367","2023","2344","4033","1847","2186","3674","1661","2013","0","0","0","2564","1478","0","1681","0","0","0","0","0","0","0","0","0","0","","7","2","5","7","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11035","11","35","0.00","0","0","","","","0","0","0","0","82340","39162","43178","77995","36991","41004","74889","35446","39443","4333","2166","2167","4678","2337","2341","0","0","0","11232","5613","5619","4532","2267","2265","10042","4869","5173","6553","2953","3600","0","0","0","8734","4132","4602","63501","29752","33749","58877","27456","31421","54345","25189","29156","0","0","0","3938","5485","8013","8101","5753","7052","0","0","43998","0","0","0","0","0","","51","29","22","49","28","21","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11036","11","36","0.00","0","0","","","","0","0","0","0","6714","3219","3495","6393","3056","3337","6207","2952","3255","321","163","158","284","163","121","0","0","0","686","335","351","321","153","168","685","324","361","445","202","243","0","0","0","1341","645","696","5496","2569","2927","5205","2434","2771","4884","2281","2603","0","0","0","1327","316","1105","0","3966","0","0","0","0","0","0","0","0","0","","3","3","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11037","11","37","0.00","0","0","","","","0","0","0","0","203556","100073","103483","191600","94117","97483","183437","89996","93441","11887","5924","5963","12051","6087","5964","0","0","0","27853","14143","13710","11706","5810","5896","25843","13010","12833","16982","8446","8536","0","0","0","18264","8536","9728","155929","76090","79839","143976","70039","73937","132270","64229","68041","0","0","0","10118","10523","25525","32376","25997","15665","0","0","0","83352","0","0","0","0","","241","140","101","221","133","88","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11038","11","38","0.00","0","0","","","","0","0","0","0","11304","5494","5810","10778","5219","5559","10392","5016","5376","522","274","248","573","299","274","0","0","0","1359","712","647","606","322","284","1170","559","611","798","376","422","0","0","0","1953","916","1037","9045","4322","4723","8464","4025","4439","7858","3703","4155","0","0","0","1609","2668","1376","0","0","5651","0","0","0","0","0","0","0","0","","5","3","2","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11039","11","39","0.00","0","0","","","","0","0","0","0","35905","17400","18505","34278","16583","17695","33140","16005","17135","1626","816","810","1754","870","884","0","0","0","4206","2131","2075","1660","846","814","3916","1943","1973","2788","1336","1452","0","0","0","5905","2866","3039","28825","13846","14979","27103","12967","14136","25443","12121","13322","0","0","0","2081","2743","4039","10371","4245","0","12426","0","0","0","0","0","0","0","","18","10","8","18","10","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11040","11","40","0.00","0","0","","","","0","0","0","0","20007","9660","10347","18747","9010","9737","17907","8597","9310","1257","649","608","1228","624","604","0","0","0","2912","1447","1465","1282","671","611","2803","1377","1426","1716","806","910","0","0","0","1890","835","1055","15090","7156","7934","13796","6540","7256","12514","5869","6645","0","0","0","2805","4459","5195","7548","0","0","0","0","0","0","0","0","0","0","","1513","746","767","1507","743","764","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11041","11","41","0.00","0","0","","","","0","0","0","0","61494","29632","31862","58773","28323","30450","57077","27474","29603","2721","1309","1412","2570","1283","1287","0","0","0","6697","3436","3261","3091","1528","1563","7235","3575","3660","4450","2121","2329","0","0","0","8604","3972","4632","50688","24164","26524","47751","22680","25071","44660","21152","23508","0","0","0","1585","2283","5470","0","0","0","0","0","0","52156","0","0","0","0","","98","52","46","97","52","45","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11042","11","42","0.00","0","0","","","","0","0","0","0","150054","72304","77750","142338","68339","73999","137412","65822","71590","7652","3934","3718","7329","3756","3573","0","0","0","18525","9280","9245","7902","3951","3951","17762","8755","9007","11447","5526","5921","0","0","0","20185","9451","10734","119432","56837","62595","111522","52900","58622","103620","48949","54671","0","0","0","7392","18431","23526","25027","3015","0","0","0","0","72663","0","0","0","0","","105","56","49","92","53","39","10","2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11043","11","43","0.00","0","0","","","","0","0","0","0","21253","9935","11318","19966","9287","10679","19098","8876","10222","1286","648","638","1303","650","653","0","0","0","3016","1473","1543","1361","670","691","2639","1228","1411","1627","732","895","0","0","0","2620","1185","1435","16042","7337","8705","14765","6724","8041","13404","6054","7350","0","0","0","7482","3303","3060","4566","2842","0","0","0","0","0","0","0","0","0","","46","27","19","43","24","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11044","11","44","0.00","0","0","","","","0","0","0","0","65791","31987","33804","62310","30176","32134","59875","28939","30936","3462","1803","1659","3667","1845","1822","0","0","0","8544","4340","4204","3564","1792","1772","8156","4083","4073","5359","2535","2824","0","0","0","6475","3017","3458","51293","24657","26636","47652","22762","24890","44088","20970","23118","0","0","0","1547","2234","695","10281","10945","11980","0","28109","0","0","0","0","0","0","","163","92","71","149","87","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11045","11","45","0.00","0","0","","","","0","0","0","0","11143","5270","5873","10474","4924","5550","10028","4707","5321","669","346","323","670","347","323","0","0","0","1671","825","846","725","365","360","1233","548","685","717","296","421","0","0","0","1661","800","861","8385","3875","4510","7672","3532","4140","6947","3167","3780","0","0","0","5969","2120","1316","1738","0","0","0","0","0","0","0","0","0","0","","6","3","3","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11046","11","46","0.00","0","0","","","","0","0","0","0","68741","32858","35883","65135","31020","34115","62782","29836","32946","3601","1836","1765","3448","1769","1679","0","0","0","8213","4153","4060","3466","1757","1709","7457","3559","3898","4625","2051","2574","0","0","0","11210","5298","5912","54759","25773","28986","51264","23954","27310","47798","22197","25601","0","0","0","4267","6567","9545","14379","2703","5435","0","25845","0","0","0","0","0","0","","41","27","14","41","27","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12001","12","1","0.00","0","0","","","","0","0","0","0","779566","371794","407772","737376","350439","386937","712707","337926","374781","33000","16761","16239","37118","18860","18258","0","0","0","92088","46806","45282","39697","20016","19681","88129","42768","45361","55972","26526","29446","0","0","0","107218","48003","59215","622553","292009","330544","583294","272166","311128","543597","252150","291447","0","0","0","7480","11732","25168","41397","16614","18566","0","0","0","0","0","0","658609","0","","11800","5432","6368","11574","5344","6230","153","43","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12002","12","2","0.00","0","0","","","","0","0","0","0","25205","11762","13443","23417","10816","12601","22195","10189","12006","1788","946","842","1849","957","892","0","0","0","4151","2058","2093","1647","822","825","2941","1270","1671","1843","724","1119","0","0","0","2994","1346","1648","17794","7969","9825","16154","7155","8999","14507","6333","8174","0","0","0","3650","3390","6981","7112","4072","0","0","0","0","0","0","0","0","0","","5130","2302","2828","4580","2099","2481","546","202","344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12003","12","3","0.00","0","0","","","","0","0","0","0","37655","18378","19277","35168","17109","18059","33470","16248","17222","2464","1257","1207","2551","1291","1260","0","0","0","5330","2692","2638","2089","1065","1024","4182","2029","2153","2748","1292","1456","0","0","0","5132","2479","2653","27873","13422","14451","25647","12314","13333","23558","11249","12309","0","0","0","5396","3338","8844","7132","6408","6537","0","0","0","0","0","0","0","0","","316","149","167","299","140","159","16","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12004","12","4","0.00","0","0","","","","0","0","0","0","21225","9895","11330","19406","8958","10448","18184","8350","9834","1819","937","882","1803","869","934","0","0","0","4023","2025","1998","1351","661","690","2504","1042","1462","1256","497","759","0","0","0","2421","1210","1211","14056","6294","7762","12459","5529","6930","11108","4868","6240","0","0","0","979","3082","1873","12176","3115","0","0","0","0","0","0","0","0","0","","17263","7891","9372","10469","5097","5372","6534","2681","3853","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12005","12","5","0.00","0","0","","","","0","0","0","0","7813","3702","4111","7323","3456","3867","7032","3308","3724","490","246","244","450","231","219","0","0","0","1232","629","603","476","243","233","967","464","503","538","231","307","0","0","0","1014","477","537","5871","2707","3164","5302","2434","2868","4826","2191","2635","0","0","0","46","331","0","2783","4653","0","0","0","0","0","0","0","0","0","","1389","624","765","1302","603","699","86","20","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12006","12","6","0.00","0","0","","","","0","0","0","0","11112","5403","5709","10413","5049","5364","9971","4833","5138","698","354","344","674","328","346","0","0","0","1541","761","780","649","329","320","1166","562","604","737","335","402","0","0","0","1823","916","907","8344","4020","4324","7711","3724","3987","7062","3395","3667","0","0","0","1677","1670","509","0","0","7256","0","0","0","0","0","0","0","0","","105","56","49","105","56","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12007","12","7","0.00","0","0","","","","0","0","0","0","33267","16059","17208","31264","15073","16191","29804","14339","15465","2003","986","1017","2156","1068","1088","0","0","0","4399","2267","2132","1726","860","866","3591","1706","1885","2527","1170","1357","0","0","0","4659","2210","2449","25136","12015","13121","23338","11086","12252","21612","10226","11386","0","0","0","5972","1774","1884","1103","0","0","0","22534","0","0","0","0","0","0","","255","137","118","255","137","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12008","12","8","0.00","0","0","","","","0","0","0","0","9147","4412","4735","8567","4116","4451","8223","3911","4312","580","296","284","520","292","228","0","0","0","1249","621","628","477","220","257","987","458","529","671","303","368","0","0","0","1468","689","779","6918","3263","3655","6424","3016","3408","5947","2796","3151","0","0","0","634","1188","3022","1147","3156","0","0","0","0","0","0","0","0","0","","635","277","358","627","275","352","6","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12009","12","9","0.00","0","0","","","","0","0","0","0","5811","2715","3096","5348","2475","2873","5042","2316","2726","463","240","223","455","234","221","0","0","0","1006","511","495","399","199","200","704","297","407","381","154","227","0","0","0","692","315","377","4042","1811","2231","3627","1593","2034","3228","1394","1834","0","0","0","1486","1239","2077","1009","0","0","0","0","0","0","0","0","0","0","","5076","2339","2737","3987","1975","2012","1067","354","713","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12010","12","10","0.00","0","0","","","","0","0","0","0","28491","13506","14985","26313","12433","13880","24945","11757","13188","2168","1068","1100","2057","1036","1021","0","0","0","5522","2812","2710","1983","972","1011","3321","1512","1809","1975","884","1091","0","0","0","2485","1113","1372","19544","9010","10534","17259","7856","9403","15276","6884","8392","0","0","0","5350","6011","6338","4413","6379","0","0","0","0","0","0","0","0","0","","17037","8049","8988","9910","5086","4824","6518","2668","3850","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12011","12","11","0.00","0","0","","","","0","0","0","0","60680","29479","31201","57616","27910","29706","55648","26885","28763","3045","1560","1485","3062","1597","1465","0","0","0","8203","4165","4038","3511","1835","1676","6331","3083","3248","3875","1800","2075","0","0","0","9392","4523","4869","47431","22774","24657","44018","21008","23010","40507","19173","21334","0","0","0","6235","9096","9100","4292","9686","0","0","22271","0","0","0","0","0","0","","885","450","435","882","448","434","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
