Instituto Nacional para el Federalismo y el Desarrollo Municipal

Base de datos de Poblacion 2020

cve_inegi,id_estado,id_municipio,superficie,municipios,localidades,cabecera,longitud,latitud,altitud,pob_cabecera,pob_cabecera_h,pob_cabecera_m,total,hombres,mujeres,p3ymas,p3ymas_h,p3ymas_m,p5ymas,p5ymas_h,p5ymas_m,p0_2,p0_2_h,p0_2_m,p3_5,p3_5_h,p3_5_m,p6_14,p6_14_h,p6_14_m,p8_14,p8_14_h,p8_14_m,p15_17,p15_17_h,p15_17_m,p18_24,p18_24_h,p18_24_m,p25_29,p25_29_h,p25_29_m,p25_59,p25_59_h,p25_59_m,p60ymas,p60ymas_h,p60ymas_m,p12ymas,p12ymas_h,p12ymas_m,p15ymas,p15ymas_h,p15ymas_m,p18ymas,p18ymas_h,p18ymas_m,p30ymas,p30ymas_h,p30ymas_m,loc1_249,loc250_499,loc500_999,loc1K_2499,loc2K5_4999,loc5K_9999,loc10K_14999,loc15K_29999,loc30K_49999,loc50K_99999,loc100K_249999,loc250K_499999,loc500K_999999,locmayor1M,tipo_municipio,p3ymas_li,p3ymas_li_h,p3ymas_li_m,p3ymas_li_esp,p3ymas_li_esp_h,p3ymas_li_esp_m,p3ymas_li_noesp,p3ymas_li_noesp_h,p3ymas_li_noesp_m,p3ymas_li_esp_noespecif,p3ymas_li_esp_noespecif_h,p3ymas_li_esp_noespecif_m,p3ymas_no_li,p3ymas_no_li_h,p3ymas_no_li_m,p3ymas_li_noespecif,p3ymas_li_noespecif_h,p3ymas_li_noespecif_m,id_lengua1,id_lengua2,hab_lengua1,hab_lengua2,p_catolica,p_nocatolica,p_otrareligion,p_sinreligion
"31001","31","1","0.00","0","0","","","","0","0","0","0","6550","3303","3247","6230","3149","3081","6011","3039","2972","320","154","166","334","165","169","0","0","0","812","416","396","359","186","173","769","380","389","533","279","254","0","0","0","838","457","381","5240","2675","2565","4878","2483","2395","4519","2297","2222","0","0","0","463","772","668","2039","2608","0","0","0","0","0","0","0","0","0","","3481","1828","1653","3380","1784","1596","89","38","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31002","31","2","0.00","0","0","","","","0","0","0","0","16772","8379","8393","16098","8053","8045","15586","7779","7807","672","325","347","772","405","367","0","0","0","1987","1018","969","883","449","434","2008","1012","996","1344","667","677","0","0","0","1769","862","907","13679","6790","6889","12782","6359","6423","11899","5910","5989","0","0","0","209","262","2515","1869","0","0","11917","0","0","0","0","0","0","0","","4430","2278","2152","4384","2254","2130","33","16","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31003","31","3","0.00","0","0","","","","0","0","0","0","12285","6100","6185","11551","5746","5805","11087","5499","5588","734","354","380","748","383","365","0","0","0","1617","802","815","589","316","273","1575","824","751","1105","540","565","0","0","0","1124","564","560","9318","4624","4694","8675","4300","4375","8086","3984","4102","0","0","0","263","0","0","0","0","0","12022","0","0","0","0","0","0","0","","5864","2964","2900","5555","2816","2739","282","133","149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31004","31","4","0.00","0","0","","","","0","0","0","0","6195","3043","3152","5971","2937","3034","5790","2835","2955","224","106","118","279","163","116","0","0","0","713","338","375","339","173","166","640","307","333","409","195","214","0","0","0","951","463","488","5155","2518","2637","4823","2357","2466","4484","2184","2300","0","0","0","309","0","889","0","4997","0","0","0","0","0","0","0","0","0","","765","416","349","761","412","349","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31005","31","5","0.00","0","0","","","","0","0","0","0","2167","1089","1078","2087","1046","1041","2023","1015","1008","80","43","37","96","49","47","0","0","0","238","124","114","100","44","56","239","127","112","140","66","74","0","0","0","335","179","156","1805","905","900","1693","849","844","1593","805","788","0","0","0","0","0","0","2167","0","0","0","0","0","0","0","0","0","0","","695","369","326","689","367","322","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31006","31","6","0.00","0","0","","","","0","0","0","0","9159","4634","4525","8709","4414","4295","8385","4245","4140","450","220","230","480","259","221","0","0","0","1076","531","545","493","266","227","1076","546","530","620","316","304","0","0","0","1341","711","630","7271","3672","3599","6827","3457","3370","6334","3191","3143","0","0","0","693","493","0","0","0","7973","0","0","0","0","0","0","0","0","","1762","997","765","1737","984","753","21","10","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31007","31","7","0.00","0","0","","","","0","0","0","0","7490","3769","3721","7147","3621","3526","6905","3480","3425","317","135","182","372","212","160","0","0","0","872","442","430","398","200","198","844","461","383","560","291","269","0","0","0","920","480","440","6053","3055","2998","5687","2867","2820","5289","2667","2622","0","0","0","30","0","0","0","0","7460","0","0","0","0","0","0","0","0","","1390","735","655","1373","727","646","15","7","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31008","31","8","0.00","0","0","","","","0","0","0","0","3949","1987","1962","3756","1892","1864","3612","1821","1791","192","95","97","209","107","102","0","0","0","473","234","239","197","100","97","398","191","207","247","118","129","0","0","0","701","370","331","3146","1588","1558","2944","1490","1454","2747","1390","1357","0","0","0","25","442","898","0","2584","0","0","0","0","0","0","0","0","0","","1806","970","836","1745","939","806","53","27","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31009","31","9","0.00","0","0","","","","0","0","0","0","4466","2188","2278","4293","2113","2180","4167","2051","2116","171","74","97","190","101","89","0","0","0","471","222","249","227","112","115","479","242","237","275","127","148","0","0","0","850","429","421","3710","1827","1883","3514","1728","1786","3287","1616","1671","0","0","0","401","0","0","0","4065","0","0","0","0","0","0","0","0","0","","737","409","328","730","407","323","6","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31010","31","10","0.00","0","0","","","","0","0","0","0","2755","1423","1332","2560","1323","1237","2405","1258","1147","195","100","95","223","91","132","0","0","0","367","185","182","154","89","65","351","184","167","246","121","125","0","0","0","317","186","131","2010","1048","962","1857","978","879","1703","889","814","0","0","0","30","812","0","1913","0","0","0","0","0","0","0","0","0","0","","1978","1027","951","1686","887","799","276","131","145","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31011","31","11","0.00","0","0","","","","0","0","0","0","8389","4235","4154","7973","4041","3932","7652","3884","3768","400","186","214","486","251","235","0","0","0","1099","568","531","412","210","202","1030","503","527","705","353","352","0","0","0","780","414","366","6472","3272","3200","6036","3048","2988","5624","2838","2786","0","0","0","23","0","0","0","0","8366","0","0","0","0","0","0","0","0","","380","218","162","378","217","161","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31012","31","12","0.00","0","0","","","","0","0","0","0","3736","1856","1880","3566","1762","1804","3437","1704","1733","170","94","76","195","94","101","0","0","0","483","251","232","161","74","87","306","158","148","232","110","122","0","0","0","756","395","361","2961","1448","1513","2770","1354","1416","2609","1280","1329","0","0","0","37","371","0","0","3328","0","0","0","0","0","0","0","0","0","","1098","622","476","1091","619","472","7","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31013","31","13","0.00","0","0","","","","0","0","0","0","16671","8170","8501","16014","7835","8179","15493","7574","7919","656","334","322","798","397","401","0","0","0","1821","935","886","797","413","384","1730","835","895","1242","588","654","0","0","0","1982","934","1048","13671","6660","7011","12867","6240","6627","12070","5827","6243","0","0","0","493","277","0","1957","0","0","13944","0","0","0","0","0","0","0","","1454","785","669","1438","777","661","9","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31014","31","14","0.00","0","0","","","","0","0","0","0","1714","885","829","1615","827","788","1542","782","760","99","58","41","106","58","48","0","0","0","189","101","88","101","50","51","228","107","121","146","71","75","0","0","0","204","107","97","1348","680","668","1260","635","625","1159","585","574","0","0","0","270","0","0","1444","0","0","0","0","0","0","0","0","0","0","","1126","570","556","1045","533","512","77","35","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31015","31","15","0.00","0","0","","","","0","0","0","0","5560","2821","2739","5303","2705","2598","5111","2606","2505","257","116","141","300","147","153","0","0","0","618","297","321","306","159","147","696","368","328","482","237","245","0","0","0","621","340","281","4437","2282","2155","4181","2158","2023","3875","1999","1876","0","0","0","215","452","685","0","4208","0","0","0","0","0","0","0","0","0","","2602","1376","1226","2544","1360","1184","53","14","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31016","31","16","0.00","0","0","","","","0","0","0","0","3104","1588","1516","2932","1501","1431","2821","1437","1384","172","87","85","168","94","74","0","0","0","441","218","223","203","106","97","405","201","204","269","143","126","0","0","0","289","151","138","2361","1196","1165","2195","1115","1080","1992","1009","983","0","0","0","244","0","0","0","2860","0","0","0","0","0","0","0","0","0","","2573","1312","1261","2416","1242","1174","137","59","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31017","31","17","0.00","0","0","","","","0","0","0","0","4686","2359","2327","4406","2223","2183","4245","2144","2101","280","136","144","245","122","123","0","0","0","645","325","320","296","144","152","577","297","280","358","167","191","0","0","0","598","322","276","3626","1832","1794","3342","1689","1653","3046","1545","1501","0","0","0","794","735","3157","0","0","0","0","0","0","0","0","0","0","0","","3545","1803","1742","3166","1694","1472","369","105","264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31018","31","18","0.00","0","0","","","","0","0","0","0","3385","1698","1687","3232","1615","1617","3111","1558","1553","153","83","70","179","80","99","0","0","0","415","205","210","197","109","88","415","194","221","268","137","131","0","0","0","486","264","222","2704","1355","1349","2528","1271","1257","2331","1162","1169","0","0","0","50","0","965","2370","0","0","0","0","0","0","0","0","0","0","","1948","986","962","1868","937","931","79","49","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31019","31","19","0.00","0","0","","","","0","0","0","0","38934","19575","19359","36322","18233","18089","34698","17414","17284","2612","1342","1270","2454","1249","1205","0","0","0","6388","3217","3171","2792","1385","1407","5626","2854","2772","3032","1522","1510","0","0","0","3099","1578","1521","28653","14383","14270","25812","12947","12865","23020","11562","11458","0","0","0","2042","399","3962","6868","2631","5530","0","17502","0","0","0","0","0","0","","29773","15013","14760","25323","13461","11862","4175","1446","2729","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31020","31","20","0.00","0","0","","","","0","0","0","0","4497","2279","2218","4296","2189","2107","4152","2114","2038","201","90","111","215","122","93","0","0","0","482","237","245","188","96","92","519","267","252","357","175","182","0","0","0","567","289","278","3652","1848","1804","3455","1751","1704","3267","1655","1612","0","0","0","34","0","0","0","4463","0","0","0","0","0","0","0","0","0","","300","175","125","298","174","124","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31021","31","21","0.00","0","0","","","","0","0","0","0","9406","4775","4631","8768","4449","4319","8364","4243","4121","638","326","312","596","315","281","0","0","0","1445","761","684","607","317","290","1298","655","643","761","369","392","0","0","0","884","453","431","6944","3492","3452","6347","3179","3168","5740","2862","2878","0","0","0","570","0","1205","1091","0","6540","0","0","0","0","0","0","0","0","","7193","3684","3509","6313","3389","2924","819","272","547","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31022","31","22","0.00","0","0","","","","0","0","0","0","4363","2192","2171","4083","2065","2018","3912","1978","1934","280","127","153","262","135","127","0","0","0","645","315","330","335","175","160","520","263","257","244","116","128","0","0","0","449","255","194","3313","1684","1629","2994","1523","1471","2659","1348","1311","0","0","0","65","419","860","0","3019","0","0","0","0","0","0","0","0","0","","3824","1941","1883","3300","1748","1552","495","182","313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31023","31","23","0.00","0","0","","","","0","0","0","0","4863","2490","2373","4645","2380","2265","4492","2282","2210","218","110","108","229","141","88","0","0","0","547","271","276","243","129","114","532","283","249","412","197","215","0","0","0","677","366","311","3971","2020","1951","3731","1896","1835","3488","1767","1721","0","0","0","16","0","0","0","4847","0","0","0","0","0","0","0","0","0","","1117","626","491","1108","619","489","8","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31024","31","24","0.00","0","0","","","","0","0","0","0","3244","1597","1647","3094","1520","1574","2988","1475","1513","150","77","73","157","75","82","0","0","0","418","204","214","166","80","86","402","208","194","252","122","130","0","0","0","459","233","226","2609","1284","1325","2420","1188","1232","2254","1108","1146","0","0","0","7","0","0","0","3237","0","0","0","0","0","0","0","0","0","","2470","1216","1254","2285","1129","1156","180","84","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31025","31","25","0.00","0","0","","","","0","0","0","0","6003","2939","3064","5647","2759","2888","5411","2654","2757","356","180","176","368","164","204","0","0","0","785","376","409","281","150","131","675","332","343","521","258","263","0","0","0","675","340","335","4530","2218","2312","4232","2086","2146","3951","1936","2015","0","0","0","2","0","0","0","0","6001","0","0","0","0","0","0","0","0","","3464","1762","1702","3306","1699","1607","147","58","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31026","31","26","0.00","0","0","","","","0","0","0","0","3622","1797","1825","3496","1743","1753","3384","1685","1699","126","54","72","164","83","81","0","0","0","371","187","184","179","83","96","385","189","196","278","144","134","0","0","0","638","340","298","3030","1516","1514","2867","1436","1431","2688","1353","1335","0","0","0","155","0","0","0","3467","0","0","0","0","0","0","0","0","0","","676","399","277","674","397","277","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31027","31","27","0.00","0","0","","","","0","0","0","0","8345","4211","4134","8022","4048","3974","7775","3918","3857","287","146","141","364","189","175","0","0","0","864","451","413","384","201","183","913","457","456","541","265","276","0","0","0","1474","768","706","6940","3485","3455","6559","3287","3272","6175","3086","3089","0","0","0","81","0","734","0","0","7530","0","0","0","0","0","0","0","0","","429","262","167","412","248","164","14","12","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31028","31","28","0.00","0","0","","","","0","0","0","0","2936","1474","1462","2801","1402","1399","2682","1346","1336","135","72","63","178","87","91","0","0","0","319","166","153","139","66","73","364","177","187","215","109","106","0","0","0","381","207","174","2322","1176","1146","2193","1101","1092","2054","1035","1019","0","0","0","481","0","0","2455","0","0","0","0","0","0","0","0","0","0","","93","50","43","93","50","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31029","31","29","0.00","0","0","","","","0","0","0","0","6240","3173","3067","5987","3040","2947","5800","2942","2858","240","127","113","285","140","145","0","0","0","655","331","324","317","167","150","682","342","340","414","219","195","0","0","0","1060","563","497","5147","2626","2521","4859","2472","2387","4542","2305","2237","0","0","0","71","0","0","0","0","6169","0","0","0","0","0","0","0","0","","589","345","244","584","343","241","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31030","31","30","0.00","0","0","","","","0","0","0","0","4015","2056","1959","3789","1933","1856","3640","1852","1788","226","123","103","229","115","114","0","0","0","519","284","235","240","110","130","460","243","217","273","141","132","0","0","0","547","288","259","3140","1593","1547","2896","1454","1442","2656","1344","1312","0","0","0","62","0","749","0","3204","0","0","0","0","0","0","0","0","0","","1774","952","822","1755","946","809","15","3","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31031","31","31","0.00","0","0","","","","0","0","0","0","2818","1422","1396","2699","1354","1345","2605","1315","1290","119","68","51","137","62","75","0","0","0","319","154","165","156","91","65","292","158","134","169","84","85","0","0","0","536","284","252","2309","1162","1147","2157","1093","1064","2001","1002","999","0","0","0","7","459","0","2352","0","0","0","0","0","0","0","0","0","0","","1283","702","581","1276","700","576","7","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31032","31","32","0.00","0","0","","","","0","0","0","0","16779","8512","8267","15854","8030","7824","15200","7698","7502","886","463","423","979","497","482","0","0","0","2273","1168","1105","1134","580","554","2278","1166","1112","1277","639","638","0","0","0","1912","1013","899","13061","6594","6467","12009","6054","5955","10875","5474","5401","0","0","0","70","1471","1515","1403","0","0","12320","0","0","0","0","0","0","0","","8188","4294","3894","7911","4182","3729","265","108","157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31033","31","33","0.00","0","0","","","","0","0","0","0","21255","10673","10582","20169","10148","10021","19373","9776","9597","1076","520","556","1189","564","625","0","0","0","2542","1309","1233","1120","552","568","2441","1238","1203","1776","875","901","0","0","0","2567","1319","1248","16791","8455","8336","15699","7899","7800","14579","7347","7232","0","0","0","33","312","1391","5651","3685","0","10183","0","0","0","0","0","0","0","","10420","5417","5003","9873","5227","4646","498","161","337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31034","31","34","0.00","0","0","","","","0","0","0","0","6514","3249","3265","6186","3071","3115","5958","2948","3010","328","178","150","347","182","165","0","0","0","753","361","392","363","171","192","764","405","359","533","257","276","0","0","0","868","438","430","5149","2554","2595","4834","2403","2431","4471","2232","2239","0","0","0","32","0","0","2085","4397","0","0","0","0","0","0","0","0","0","","3041","1549","1492","2928","1523","1405","107","24","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31035","31","35","0.00","0","0","","","","0","0","0","0","6384","3174","3210","6110","3036","3074","5899","2922","2977","273","138","135","320","158","162","0","0","0","731","365","366","292","156","136","780","406","374","536","260","276","0","0","0","908","454","454","5193","2589","2604","4862","2427","2435","4570","2271","2299","0","0","0","16","0","0","1217","0","5151","0","0","0","0","0","0","0","0","","2387","1249","1138","1996","1111","885","356","129","227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31036","31","36","0.00","0","0","","","","0","0","0","0","8090","4069","4021","7662","3881","3781","7393","3745","3648","428","188","240","416","211","205","0","0","0","919","454","465","405","197","208","1028","519","509","694","362","332","0","0","0","917","508","409","6476","3288","3188","6065","3081","2984","5660","2884","2776","0","0","0","176","0","0","1104","0","6810","0","0","0","0","0","0","0","0","","3464","1822","1642","3397","1802","1595","58","17","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31037","31","37","0.00","0","0","","","","0","0","0","0","5250","2698","2552","5000","2563","2437","4830","2476","2354","221","121","100","262","130","132","0","0","0","579","297","282","268","127","141","604","315","289","411","206","205","0","0","0","694","367","327","4225","2154","2071","3970","2027","1943","3702","1900","1802","0","0","0","56","0","0","0","0","5194","0","0","0","0","0","0","0","0","","1748","953","795","1715","934","781","27","15","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31038","31","38","0.00","0","0","","","","0","0","0","0","35137","17457","17680","33338","16581","16757","32082","15957","16125","1783","868","915","1900","962","938","0","0","0","4398","2171","2227","1851","918","933","4151","2075","2076","2982","1480","1502","0","0","0","3582","1856","1726","27689","13787","13902","25783","12821","12962","23932","11903","12029","0","0","0","216","0","619","2078","3812","0","0","28412","0","0","0","0","0","0","","6157","3284","2873","5943","3221","2722","203","54","149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31039","31","39","0.00","0","0","","","","0","0","0","0","4186","2100","2086","4008","2018","1990","3880","1960","1920","178","82","96","194","92","102","0","0","0","476","243","233","204","110","94","535","290","245","322","164","158","0","0","0","482","241","241","3422","1737","1685","3210","1625","1585","3006","1515","1491","0","0","0","71","0","0","0","4115","0","0","0","0","0","0","0","0","0","","399","196","203","396","195","201","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31040","31","40","0.00","0","0","","","","0","0","0","0","28555","14200","14355","27205","13546","13659","26267","13061","13206","1305","632","673","1435","742","693","0","0","0","3594","1814","1780","1437","755","682","3249","1664","1585","2263","1136","1127","0","0","0","3805","1885","1920","22736","11250","11486","21207","10488","10719","19770","9733","10037","0","0","0","63","0","721","5800","4130","0","0","17841","0","0","0","0","0","0","","8200","4251","3949","8048","4187","3861","131","53","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31041","31","41","0.00","0","0","","","","0","0","0","0","141939","70412","71527","135185","66939","68246","129887","64289","65598","6522","3357","3165","7989","4021","3968","0","0","0","18391","9256","9135","7441","3729","3712","17090","8445","8645","12903","6387","6516","0","0","0","9451","4501","4950","111181","54803","56378","103399","50905","52494","95958","47176","48782","0","0","0","255","469","1462","0","0","0","0","0","0","0","139753","0","0","0","","16467","8346","8121","16202","8204","7998","188","93","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31042","31","42","0.00","0","0","","","","0","0","0","0","5553","2730","2823","5232","2571","2661","5033","2484","2549","321","159","162","303","130","173","0","0","0","709","332","377","286","136","150","620","308","312","428","215","213","0","0","0","826","447","379","4304","2138","2166","4000","1997","2003","3714","1861","1853","0","0","0","16","0","0","1964","3573","0","0","0","0","0","0","0","0","0","","1958","1074","884","1899","1041","858","54","30","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31043","31","43","0.00","0","0","","","","0","0","0","0","3405","1724","1681","3227","1639","1588","3088","1574","1514","178","85","93","214","102","112","0","0","0","491","238","253","208","109","99","449","239","210","278","142","136","0","0","0","303","166","137","2584","1332","1252","2383","1237","1146","2175","1128","1047","0","0","0","69","457","0","0","2879","0","0","0","0","0","0","0","0","0","","2265","1184","1081","2117","1130","987","130","46","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31044","31","44","0.00","0","0","","","","0","0","0","0","7530","3792","3738","7115","3595","3520","6827","3450","3377","415","197","218","426","223","203","0","0","0","942","461","481","386","190","196","958","486","472","664","364","300","0","0","0","817","393","424","5884","2969","2915","5496","2766","2730","5110","2576","2534","0","0","0","7","333","0","0","0","7190","0","0","0","0","0","0","0","0","","1820","950","870","1767","924","843","47","20","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31045","31","45","0.00","0","0","","","","0","0","0","0","2677","1387","1290","2560","1323","1237","2478","1274","1204","117","64","53","119","72","47","0","0","0","309","148","161","117","68","49","276","150","126","209","110","99","0","0","0","391","207","184","2198","1142","1056","2048","1066","982","1931","998","933","0","0","0","0","466","0","2211","0","0","0","0","0","0","0","0","0","0","","944","507","437","939","503","436","5","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31046","31","46","0.00","0","0","","","","0","0","0","0","3296","1615","1681","3123","1528","1595","2991","1460","1531","173","87","86","201","105","96","0","0","0","402","196","206","148","75","73","392","194","198","266","135","131","0","0","0","425","236","189","2564","1243","1321","2404","1166","1238","2256","1091","1165","0","0","0","107","0","0","0","3189","0","0","0","0","0","0","0","0","0","","1926","979","947","1863","944","919","61","33","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31047","31","47","0.00","0","0","","","","0","0","0","0","5968","2944","3024","5665","2802","2863","5449","2690","2759","303","142","161","327","165","162","0","0","0","706","349","357","289","160","129","688","353","335","512","255","257","0","0","0","748","387","361","4691","2319","2372","4418","2181","2237","4129","2021","2108","0","0","0","206","0","0","1047","4715","0","0","0","0","0","0","0","0","0","","3981","1961","2020","3735","1849","1886","229","98","131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31048","31","48","0.00","0","0","","","","0","0","0","0","23991","12108","11883","22873","11541","11332","22058","11120","10938","1094","555","539","1223","620","603","0","0","0","2942","1473","1469","1349","661","688","3029","1568","1461","2060","1041","1019","0","0","0","2715","1440","1275","19212","9672","9540","17890","9025","8865","16541","8364","8177","0","0","0","313","1070","1813","6830","0","0","13965","0","0","0","0","0","0","0","","8341","4391","3950","8122","4308","3814","187","64","123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31049","31","49","0.00","0","0","","","","0","0","0","0","3965","2069","1896","3689","1931","1758","3506","1840","1666","249","125","124","282","146","136","0","0","0","610","321","289","282","144","138","552","303","249","318","166","152","0","0","0","321","174","147","2864","1491","1373","2602","1359","1243","2320","1215","1105","0","0","0","9","0","0","0","3956","0","0","0","0","0","0","0","0","0","","3417","1806","1611","3006","1642","1364","386","154","232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31050","31","50","0.00","0","0","","","","0","0","0","0","995129","479369","515760","957485","460200","497285","930197","446341","483856","35112","17904","17208","41187","20886","20301","0","0","0","96260","48753","47507","44254","22430","21824","117970","58923","59047","82886","40893","41993","0","0","0","139794","61191","78603","835033","398142","436891","793004","376838","416166","748750","354408","394342","0","0","0","2366","2736","9855","22773","4428","19455","11745","0","0","0","0","0","921771","0","","70973","34219","36754","69780","33664","36116","708","265","443","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31051","31","51","0.00","0","0","","","","0","0","0","0","3430","1757","1673","3300","1681","1619","3196","1614","1582","130","76","54","160","95","65","0","0","0","329","175","154","167","85","82","383","189","194","277","148","129","0","0","0","511","256","255","2846","1422","1424","2709","1355","1354","2542","1270","1272","0","0","0","61","439","637","2293","0","0","0","0","0","0","0","0","0","0","","339","184","155","333","181","152","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31052","31","52","0.00","0","0","","","","0","0","0","0","37804","18677","19127","35997","17768","18229","34770","17161","17609","1722","867","855","1879","933","946","0","0","0","4363","2160","2203","1943","1006","937","4452","2252","2200","2957","1483","1474","0","0","0","5088","2539","2549","30334","14942","15392","28492","14027","14465","26549","13021","13528","0","0","0","1001","947","3596","6179","0","0","0","26081","0","0","0","0","0","0","","7603","4006","3597","7405","3924","3481","168","64","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31053","31","53","0.00","0","0","","","","0","0","0","0","13494","6747","6747","12821","6383","6438","12346","6135","6211","673","364","309","711","366","345","0","0","0","1410","717","693","640","318","322","1654","852","802","1135","577","558","0","0","0","1797","897","900","10857","5379","5478","10258","5071","5187","9618","4753","4865","0","0","0","335","0","606","0","0","0","12553","0","0","0","0","0","0","0","","4534","2393","2141","4452","2354","2098","59","29","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31054","31","54","0.00","0","0","","","","0","0","0","0","2990","1459","1531","2836","1381","1455","2736","1332","1404","135","69","66","147","71","76","0","0","0","313","163","150","122","57","65","334","167","167","236","106","130","0","0","0","434","226","208","2429","1176","1253","2295","1102","1193","2173","1045","1128","0","0","0","40","360","0","0","2590","0","0","0","0","0","0","0","0","0","","964","487","477","961","486","475","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31055","31","55","0.00","0","0","","","","0","0","0","0","7080","3577","3503","6733","3416","3317","6478","3282","3196","347","161","186","397","200","197","0","0","0","813","399","414","354","168","186","871","447","424","656","332","324","0","0","0","779","412","367","5605","2865","2740","5266","2697","2569","4912","2529","2383","0","0","0","5","0","0","1663","0","5412","0","0","0","0","0","0","0","0","","4345","2307","2038","4280","2273","2007","58","32","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31056","31","56","0.00","0","0","","","","0","0","0","0","33854","16310","17544","31892","15286","16606","30500","14559","15941","1910","998","912","2103","1074","1029","0","0","0","4537","2264","2273","1755","888","867","4218","2037","2181","2876","1345","1531","0","0","0","3499","1723","1776","25621","12099","13522","23783","11175","12608","22028","10287","11741","0","0","0","844","298","0","6537","0","0","0","26175","0","0","0","0","0","0","","17041","8111","8930","15960","7695","8265","985","375","610","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
